name,latitude,longitude,date_of_occurrence
BATTERY,41.892841858,-87.617721411,2024-07-13T23:59:00.000
CRIMINAL DAMAGE,41.808706218,-87.601683046,2024-07-14T00:00:00.000
THEFT,41.745304356,-87.5904794,2024-07-14T00:00:00.000
MOTOR VEHICLE THEFT,41.883356335,-87.66061294,2024-07-14T00:00:00.000
THEFT,41.92641359,-87.668190097,2024-07-14T00:00:00.000
MOTOR VEHICLE THEFT,41.783944473,-87.739102741,2024-07-14T00:00:00.000
CRIMINAL DAMAGE,41.907153315,-87.639680572,2024-07-14T00:00:00.000
BURGLARY,41.671759895,-87.628484138,2024-07-14T00:00:00.000
THEFT,41.797911366,-87.674416535,2024-07-14T00:00:00.000
MOTOR VEHICLE THEFT,41.809631718,-87.69424704,2024-07-14T00:00:00.000
CRIMINAL SEXUAL ASSAULT,42.005836834,-87.664964508,2024-07-14T00:00:00.000
OTHER OFFENSE,41.86815437,-87.711456136,2024-07-14T00:00:00.000
BATTERY,41.780520317,-87.660599945,2024-07-14T00:00:00.000
CRIMINAL SEXUAL ASSAULT,41.889741913,-87.765198001,2024-07-14T00:00:00.000
BATTERY,41.763315857,-87.620031206,2024-07-14T00:00:00.000
MOTOR VEHICLE THEFT,41.792604767,-87.768894944,2024-07-14T00:00:00.000
THEFT,41.786492359,-87.7205218,2024-07-14T00:00:00.000
THEFT,41.704095629,-87.531658059,2024-07-14T00:00:00.000
THEFT,41.974031676,-87.659806667,2024-07-14T00:00:00.000
CRIMINAL DAMAGE,41.74164139,-87.698633494,2024-07-14T00:00:00.000
THEFT,41.698540374,-87.689987334,2024-07-14T00:01:00.000
ROBBERY,41.845880198,-87.705080327,2024-07-14T00:01:00.000
CRIMINAL SEXUAL ASSAULT,41.868097353,-87.716659073,2024-07-14T00:01:00.000
BATTERY,41.759668598,-87.587180003,2024-07-14T00:02:00.000
BATTERY,41.93081288,-87.801440434,2024-07-14T00:03:00.000
CRIMINAL DAMAGE,41.698293456,-87.696405147,2024-07-14T00:04:00.000
BATTERY,41.874485237,-87.634140739,2024-07-14T00:05:00.000
BATTERY,41.776133979,-87.70904636,2024-07-14T00:05:00.000
MOTOR VEHICLE THEFT,41.76156379,-87.706398295,2024-07-14T00:09:00.000
THEFT,41.917656022,-87.688750258,2024-07-14T00:10:00.000
THEFT,41.921751279,-87.652757947,2024-07-14T00:15:00.000
CRIMINAL DAMAGE,41.74633803,-87.646343063,2024-07-14T00:23:00.000
BATTERY,41.776630796,-87.684789736,2024-07-14T00:25:00.000
THEFT,41.729390043,-87.641002783,2024-07-14T00:30:00.000
THEFT,41.850106018,-87.693583733,2024-07-14T00:30:00.000
BATTERY,41.653793261,-87.597489018,2024-07-14T00:30:00.000
THEFT,41.898402608,-87.771865139,2024-07-14T00:30:00.000
CRIMINAL DAMAGE,41.831085608,-87.619103181,2024-07-14T00:39:00.000
BATTERY,41.865145359,-87.624098901,2024-07-14T00:39:00.000
BATTERY,41.989043709,-87.669922058,2024-07-14T00:45:00.000
OTHER OFFENSE,41.993918675,-87.670143652,2024-07-14T00:45:00.000
BATTERY,41.766507577,-87.683905652,2024-07-14T00:48:00.000
BATTERY,41.855651775,-87.654784312,2024-07-14T00:56:00.000
WEAPONS VIOLATION,41.792497336,-87.781235658,2024-07-14T00:59:00.000
BATTERY,41.942514896,-87.78985669,2024-07-14T01:00:00.000
MOTOR VEHICLE THEFT,41.921792257,-87.72302463,2024-07-14T01:00:00.000
OTHER OFFENSE,41.738755031,-87.708265337,2024-07-14T01:00:00.000
BATTERY,41.954442177,-87.714158345,2024-07-14T01:00:00.000
BATTERY,41.719270034,-87.637085872,2024-07-14T01:00:00.000
THEFT,41.872709056,-87.624187857,2024-07-14T01:05:00.000
ASSAULT,41.974285419,-87.717195029,2024-07-14T01:06:00.000
OFFENSE INVOLVING CHILDREN,41.705020341,-87.651075074,2024-07-14T01:08:00.000
BURGLARY,41.762064717,-87.568865843,2024-07-14T01:09:00.000
ASSAULT,41.698517258,-87.62805289,2024-07-14T01:10:00.000
BATTERY,41.808359885,-87.752954932,2024-07-14T01:13:00.000
INTERFERENCE WITH PUBLIC OFFICER,41.758505235,-87.609521533,2024-07-14T01:14:00.000
BATTERY,41.77591916,-87.611921388,2024-07-14T01:22:00.000
BATTERY,41.844324485,-87.718828865,2024-07-14T01:24:00.000
BATTERY,41.868435518,-87.625846844,2024-07-14T01:27:00.000
BATTERY,41.892694698,-87.626750816,2024-07-14T01:29:00.000
ROBBERY,41.871461723,-87.627517093,2024-07-14T01:30:00.000
THEFT,41.870979721,-87.684934696,2024-07-14T01:30:00.000
THEFT,41.946241881,-87.655743334,2024-07-14T01:30:00.000
BATTERY,41.885901992,-87.632455489,2024-07-14T01:30:00.000
BATTERY,41.990420838,-87.70345501,2024-07-14T01:30:00.000
BATTERY,41.892019734,-87.644383881,2024-07-14T01:32:00.000
BATTERY,41.885043393,-87.652123078,2024-07-14T01:35:00.000
BATTERY,41.719849662,-87.57101838,2024-07-14T01:42:00.000
THEFT,41.921098715,-87.694407322,2024-07-14T01:45:00.000
BATTERY,41.797505197,-87.684538975,2024-07-14T01:48:00.000
ASSAULT,41.751375126,-87.596503867,2024-07-14T01:49:00.000
THEFT,41.678178361,-87.661381341,2024-07-14T01:49:00.000
WEAPONS VIOLATION,41.760011584,-87.627563198,2024-07-14T01:50:00.000
ASSAULT,41.955045693,-87.66423078,2024-07-14T01:52:00.000
CRIMINAL DAMAGE,41.718762098,-87.537702693,2024-07-14T01:54:00.000
CRIMINAL DAMAGE,41.911160064,-87.698040712,2024-07-14T01:55:00.000
ASSAULT,41.924158759,-87.699399996,2024-07-14T01:56:00.000
BATTERY,41.762453194,-87.581994237,2024-07-14T01:57:00.000
MOTOR VEHICLE THEFT,41.984149551,-87.66497438,2024-07-14T02:00:00.000
THEFT,41.749213882,-87.572279835,2024-07-14T02:00:00.000
THEFT,41.885106529,-87.65212608,2024-07-14T02:00:00.000
THEFT,41.905486973,-87.684651776,2024-07-14T02:00:00.000
MOTOR VEHICLE THEFT,41.717532845,-87.566800563,2024-07-14T02:00:00.000
THEFT,41.767889922,-87.584980645,2024-07-14T02:00:00.000
CRIMINAL DAMAGE,41.90343144,-87.696894082,2024-07-14T02:00:00.000
THEFT,41.775014167,-87.684747365,2024-07-14T02:00:00.000
THEFT,41.90316534,-87.629210442,2024-07-14T02:00:00.000
BATTERY,41.950197458,-87.648999894,2024-07-14T02:00:00.000
ASSAULT,41.824354936,-87.707737966,2024-07-14T02:02:00.000
CRIMINAL DAMAGE,41.798429283,-87.685380497,2024-07-14T02:15:00.000
CRIMINAL DAMAGE,41.846229464,-87.695259244,2024-07-14T02:15:00.000
HOMICIDE,41.824654911,-87.632324055,2024-07-14T02:18:00.000
CRIMINAL DAMAGE,41.786181044,-87.70757021,2024-07-14T02:18:00.000
NARCOTICS,41.803948782,-87.745197116,2024-07-14T02:18:00.000
BURGLARY,41.809767677,-87.645563053,2024-07-14T02:18:00.000
BATTERY,41.947227653,-87.655380005,2024-07-14T02:20:00.000
BATTERY,41.884454286,-87.6513508,2024-07-14T02:20:00.000
WEAPONS VIOLATION,41.759905419,-87.607874774,2024-07-14T02:21:00.000
BURGLARY,41.673676103,-87.573876784,2024-07-14T02:23:00.000
THEFT,41.903931469,-87.629290187,2024-07-14T02:30:00.000
THEFT,41.88543747,-87.661252139,2024-07-14T02:30:00.000
ROBBERY,41.915187259,-87.775425225,2024-07-14T02:30:00.000
BATTERY,41.896175186,-87.632703129,2024-07-14T02:34:00.000
THEFT,41.950197458,-87.648999894,2024-07-14T02:40:00.000
BATTERY,41.946145384,-87.655667162,2024-07-14T02:43:00.000
THEFT,41.808626868,-87.603877413,2024-07-14T02:44:00.000
BATTERY,42.018297135,-87.806559608,2024-07-14T02:50:00.000
BATTERY,41.823154006,-87.704414683,2024-07-14T02:54:00.000
CRIMINAL DAMAGE,41.885393253,-87.663547848,2024-07-14T02:56:00.000
BURGLARY,41.896539163,-87.637955256,2024-07-14T02:56:00.000
ARSON,41.860144834,-87.721338861,2024-07-14T02:58:00.000
BATTERY,41.736488616,-87.545819278,2024-07-14T03:00:00.000
BATTERY,41.896979944,-87.700407145,2024-07-14T03:00:00.000
CRIMINAL DAMAGE,41.814659251,-87.62767522,2024-07-14T03:00:00.000
THEFT,41.883499048,-87.660615115,2024-07-14T03:00:00.000
MOTOR VEHICLE THEFT,41.781811321,-87.594674264,2024-07-14T03:00:00.000
THEFT,41.849041244,-87.622188408,2024-07-14T03:00:00.000
SEX OFFENSE,41.819732387,-87.694557506,2024-07-14T03:06:00.000
BATTERY,41.812837565,-87.726216978,2024-07-14T03:15:00.000
NARCOTICS,41.874621462,-87.723014634,2024-07-14T03:16:00.000
DECEPTIVE PRACTICE,41.895740636,-87.652619127,2024-07-14T03:30:00.000
THEFT,41.895740636,-87.652619127,2024-07-14T03:30:00.000
CRIMINAL DAMAGE,41.944476143,-87.652755242,2024-07-14T03:30:00.000
CRIMINAL DAMAGE,41.815698011,-87.62300861,2024-07-14T03:30:00.000
ROBBERY,41.96055619,-87.71312483,2024-07-14T03:39:00.000
MOTOR VEHICLE THEFT,41.987338819,-87.665062403,2024-07-14T03:40:00.000
CRIMINAL DAMAGE,41.809487693,-87.609813554,2024-07-14T03:43:00.000
OTHER OFFENSE,41.95181656,-87.665782826,2024-07-14T03:44:00.000
CRIMINAL DAMAGE,41.726479662,-87.642136692,2024-07-14T03:45:00.000
BATTERY,41.860581754,-87.732887264,2024-07-14T03:50:00.000
BATTERY,41.681621266,-87.620630322,2024-07-14T03:51:00.000
WEAPONS VIOLATION,41.786044858,-87.658309163,2024-07-14T03:52:00.000
BATTERY,41.917248608,-87.719570063,2024-07-14T03:54:00.000
BATTERY,41.917248608,-87.719570063,2024-07-14T04:00:00.000
BATTERY,41.950197458,-87.648999894,2024-07-14T04:00:00.000
MOTOR VEHICLE THEFT,41.842695834,-87.61721984,2024-07-14T04:00:00.000
CRIMINAL DAMAGE,41.883079426,-87.749440569,2024-07-14T04:00:00.000
BURGLARY,41.867231944,-87.641349545,2024-07-14T04:07:00.000
ASSAULT,41.807725348,-87.605820649,2024-07-14T04:15:00.000
ASSAULT,41.875820724,-87.647175913,2024-07-14T04:20:00.000
ASSAULT,41.702548813,-87.609973656,2024-07-14T04:26:00.000
BATTERY,41.656700458,-87.607563093,2024-07-14T04:29:00.000
CRIMINAL DAMAGE,41.739523881,-87.604901825,2024-07-14T04:40:00.000
BATTERY,41.746660544,-87.603835415,2024-07-14T04:43:00.000
ASSAULT,41.902678618,-87.725601735,2024-07-14T04:44:00.000
WEAPONS VIOLATION,42.006644154,-87.668363145,2024-07-14T04:50:00.000
BATTERY,41.865573338,-87.705643842,2024-07-14T04:50:00.000
CRIMINAL DAMAGE,41.794321624,-87.643982631,2024-07-14T05:00:00.000
THEFT,41.813552546,-87.639260802,2024-07-14T05:00:00.000
BURGLARY,41.90626246,-87.727654348,2024-07-14T05:00:00.000
BATTERY,41.877850151,-87.736342529,2024-07-14T05:03:00.000
BURGLARY,41.794321756,-87.644004633,2024-07-14T05:06:00.000
BURGLARY,41.79432621,-87.643832227,2024-07-14T05:11:00.000
MOTOR VEHICLE THEFT,41.874756544,-87.762628296,2024-07-14T05:19:00.000
BATTERY,41.936509582,-87.78446451,2024-07-14T05:30:00.000
THEFT,41.929242595,-87.654078463,2024-07-14T05:40:00.000
ROBBERY,41.954164917,-87.678048325,2024-07-14T05:40:00.000
MOTOR VEHICLE THEFT,41.916156876,-87.72897168,2024-07-14T05:50:00.000
BATTERY,41.740067229,-87.561190382,2024-07-14T05:58:00.000
CRIMINAL DAMAGE,41.766829259,-87.572654511,2024-07-14T06:00:00.000
MOTOR VEHICLE THEFT,41.743589177,-87.700999774,2024-07-14T06:07:00.000
MOTOR VEHICLE THEFT,41.78652376,-87.643758167,2024-07-14T06:08:00.000
BATTERY,41.880186421,-87.768532463,2024-07-14T06:09:00.000
BATTERY,41.786726559,-87.623882188,2024-07-14T06:10:00.000
CRIMINAL DAMAGE,41.746583242,-87.625702162,2024-07-14T06:15:00.000
THEFT,41.785519673,-87.738567526,2024-07-14T06:30:00.000
BATTERY,41.883238526,-87.736086724,2024-07-14T06:30:00.000
MOTOR VEHICLE THEFT,41.779578616,-87.644782163,2024-07-14T06:30:00.000
ASSAULT,41.764042878,-87.576253913,2024-07-14T06:35:00.000
BATTERY,41.984685103,-87.655221829,2024-07-14T06:40:00.000
ROBBERY,41.940308378,-87.638667106,2024-07-14T06:40:00.000
CRIMINAL TRESPASS,41.830697249,-87.614476891,2024-07-14T06:43:00.000
BATTERY,41.947227914,-87.655424114,2024-07-14T06:58:00.000
ASSAULT,41.745250622,-87.595342663,2024-07-14T07:00:00.000
THEFT,41.906597526,-87.694779699,2024-07-14T07:00:00.000
THEFT,41.872320506,-87.680371975,2024-07-14T07:00:00.000
CRIMINAL TRESPASS,41.769266826,-87.569854405,2024-07-14T07:00:00.000
THEFT,41.824543362,-87.698068536,2024-07-14T07:00:00.000
DECEPTIVE PRACTICE,41.778404375,-87.681046922,2024-07-14T07:23:00.000
CRIMINAL DAMAGE,41.766925938,-87.614082231,2024-07-14T07:30:00.000
THEFT,41.748427219,-87.612427155,2024-07-14T07:30:00.000
BATTERY,42.003767168,-87.670549112,2024-07-14T07:31:00.000
THEFT,41.799515859,-87.591448973,2024-07-14T07:37:00.000
THEFT,41.889906681,-87.624100509,2024-07-14T07:39:00.000
THEFT,41.893646656,-87.631177143,2024-07-14T07:40:00.000
NARCOTICS,41.878028065,-87.721652966,2024-07-14T07:42:00.000
CRIMINAL DAMAGE,41.909521925,-87.676128174,2024-07-14T07:45:00.000
ASSAULT,41.819027613,-87.665219378,2024-07-14T07:46:00.000
DECEPTIVE PRACTICE,42.016488262,-87.683340945,2024-07-14T07:52:00.000
MOTOR VEHICLE THEFT,41.746067993,-87.657262311,2024-07-14T07:58:00.000
MOTOR VEHICLE THEFT,41.906696005,-87.755878347,2024-07-14T08:00:00.000
OTHER OFFENSE,41.695488127,-87.612231408,2024-07-14T08:00:00.000
OTHER OFFENSE,41.778508216,-87.687282228,2024-07-14T08:00:00.000
BURGLARY,41.741225757,-87.624269672,2024-07-14T08:00:00.000
MOTOR VEHICLE THEFT,41.956267735,-87.738151666,2024-07-14T08:00:00.000
BATTERY,41.771222117,-87.735440654,2024-07-14T08:00:00.000
BATTERY,41.854554202,-87.702466381,2024-07-14T08:00:00.000
ASSAULT,41.834462243,-87.723069729,2024-07-14T08:00:00.000
CRIMINAL DAMAGE,41.705677782,-87.600944364,2024-07-14T08:01:00.000
BURGLARY,41.825705753,-87.613652178,2024-07-14T08:10:00.000
HOMICIDE,41.794670403,-87.631785431,2024-07-14T08:12:00.000
ASSAULT,41.793577452,-87.619197044,2024-07-14T08:14:00.000
WEAPONS VIOLATION,41.675250511,-87.637007774,2024-07-14T08:15:00.000
BURGLARY,41.895652177,-87.697011726,2024-07-14T08:20:00.000
CRIMINAL DAMAGE,41.776199039,-87.637724304,2024-07-14T08:30:00.000
BATTERY,41.802499513,-87.586041451,2024-07-14T08:30:00.000
THEFT,41.924673521,-87.711230943,2024-07-14T08:35:00.000
ASSAULT,41.881470317,-87.665189884,2024-07-14T08:45:00.000
WEAPONS VIOLATION,41.85698892,-87.661906149,2024-07-14T08:54:00.000
ASSAULT,41.755703805,-87.634423607,2024-07-14T09:00:00.000
ASSAULT,41.889936436,-87.637486992,2024-07-14T09:00:00.000
DECEPTIVE PRACTICE,41.939498047,-87.684498313,2024-07-14T09:00:00.000
CRIMINAL DAMAGE,41.780603296,-87.676360965,2024-07-14T09:00:00.000
THEFT,41.802064797,-87.618640688,2024-07-14T09:05:00.000
THEFT,41.91058325,-87.726353375,2024-07-14T09:05:00.000
CRIMINAL DAMAGE,41.731114684,-87.608708053,2024-07-14T09:10:00.000
THEFT,41.73585412,-87.658739723,2024-07-14T09:10:00.000
THEFT,41.925843451,-87.702341464,2024-07-14T09:12:00.000
OTHER OFFENSE,42.018550411,-87.672986373,2024-07-14T09:15:00.000
THEFT,41.893469034,-87.632648229,2024-07-14T09:27:00.000
CRIMINAL DAMAGE,41.807167177,-87.606516532,2024-07-14T09:30:00.000
MOTOR VEHICLE THEFT,41.761576526,-87.578038592,2024-07-14T09:30:00.000
THEFT,41.915208269,-87.641151174,2024-07-14T09:30:00.000
BATTERY,41.752525141,-87.612535225,2024-07-14T09:40:00.000
